ca_index,d_p_A,crystallinity,frac_a,frac_c,frac_384,com_registry,pair_corr,hotspot,phase,domain,axial_A,shell_bfac
513,29.261,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-46.030,26.0
514,21.612,0.0000,0.0000,0.0000,0.0000,0.2500,0.5000,1,intermediate,0,27.174,26.0
515,29.050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,40.914,26.0
516,25.692,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0,intermediate,0,-47.693,26.0
517,28.873,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0,intermediate,0,40.426,26.0
518,22.759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-27.624,26.0
519,28.116,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0,intermediate,0,58.681,26.0
520,28.616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,65.353,26.0
521,27.498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-36.558,26.0
522,25.553,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0,intermediate,0,-51.562,26.0
523,30.417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,3.715,26.0
524,27.778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,64.292,26.0
525,26.138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,59.326,26.0
526,31.907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,33.573,26.0
527,24.924,0.0389,0.0000,0.1111,0.0000,0.1250,0.5000,0,intermediate,0,48.808,26.0
528,28.644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,62.644,26.0
529,22.671,0.0000,0.0000,0.0000,0.0000,0.2000,0.5000,1,intermediate,0,30.935,26.0
530,28.633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,61.490,26.0
531,26.930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,56.768,26.0
532,25.015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-36.887,26.0
533,29.218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,66.358,26.0
534,27.501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-52.745,26.0
535,28.643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-48.468,26.0
536,27.752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,56.155,26.0
537,28.864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,54.500,26.0
538,28.784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-20.500,26.0
539,30.859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-53.127,26.0
540,23.211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-49.042,26.0
541,30.325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-47.912,26.0
542,27.090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-51.196,26.0
543,29.557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,42.820,26.0
544,26.052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,44.708,26.0
545,25.112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-51.184,26.0
546,30.340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,67.996,26.0
547,27.987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-51.471,26.0
548,25.955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,41.678,26.0
549,27.445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,47.140,26.0
550,28.986,0.0000,0.0000,0.0000,0.0000,0.3333,0.5000,0,intermediate,0,45.847,26.0
551,28.915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,63.510,26.0
552,28.116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,61.717,26.0
553,26.924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-39.321,26.0
554,30.308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,69.045,26.0
555,27.357,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0,intermediate,0,-42.477,26.0
556,25.835,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0,intermediate,0,-37.392,26.0
557,5.330,0.0093,0.0000,0.0267,0.0000,0.2329,0.4608,0,amorphous,0,8.207,26.0
558,8.571,0.0238,0.0366,0.0000,0.0366,0.1000,0.2881,0,amorphous,0,16.399,26.0
559,6.576,0.0106,0.0000,0.0303,0.0000,0.2188,0.4379,0,amorphous,0,-1.625,26.0
560,7.315,0.0142,0.0405,0.0000,0.0000,0.2778,0.5104,0,amorphous,0,20.041,26.0
561,8.452,0.0104,0.0000,0.0299,0.0000,0.3030,0.5104,0,amorphous,0,-11.373,26.0
562,6.645,0.0135,0.0385,0.0000,0.0000,0.1447,0.3475,0,amorphous,0,12.120,26.0
563,9.007,0.0264,0.0405,0.0000,0.0405,0.2055,0.4341,0,amorphous,0,-5.757,26.0
564,9.897,0.0113,0.0000,0.0323,0.0000,0.2295,0.4257,0,amorphous,0,-11.475,26.0
565,7.995,0.0280,0.0400,0.0400,0.0000,0.1429,0.3588,0,amorphous,0,27.112,26.0
566,7.679,0.0152,0.0000,0.0435,0.0000,0.1970,0.4821,0,amorphous,0,2.764,26.0
567,6.141,0.0257,0.0395,0.0000,0.0395,0.2133,0.4419,0,amorphous,0,13.323,26.0
568,7.903,0.0111,0.0000,0.0317,0.0000,0.2258,0.4900,0,amorphous,0,23.846,26.0
569,8.215,0.0106,0.0000,0.0303,0.0000,0.1875,0.4400,0,amorphous,0,-15.222,26.0
570,9.533,0.0099,0.0000,0.0282,0.0000,0.2143,0.4230,0,amorphous,0,22.176,26.0
571,6.625,0.0099,0.0000,0.0282,0.0000,0.2429,0.5264,0,amorphous,0,-0.537,26.0
572,8.137,0.0111,0.0000,0.0317,0.0000,0.0968,0.2938,0,amorphous,0,-13.989,26.0
573,9.351,0.0109,0.0000,0.0312,0.0000,0.1587,0.4032,0,amorphous,0,-14.095,26.0
574,8.730,0.0144,0.0411,0.0000,0.0000,0.2958,0.5362,0,amorphous,0,-11.530,26.0
575,8.281,0.0111,0.0000,0.0317,0.0000,0.1311,0.3686,0,amorphous,0,1.176,26.0
576,7.429,0.0117,0.0000,0.0333,0.0000,0.1864,0.4456,0,amorphous,0,22.998,26.0
577,5.680,0.0133,0.0380,0.0000,0.0000,0.2436,0.4855,0,amorphous,0,11.790,26.0
578,5.902,0.0131,0.0375,0.0000,0.0000,0.2278,0.4673,0,amorphous,0,11.673,26.0
579,8.273,0.0119,0.0000,0.0339,0.0000,0.1930,0.4295,0,amorphous,0,5.713,26.0
580,5.487,0.0106,0.0000,0.0303,0.0000,0.2308,0.4661,0,amorphous,0,5.389,26.0
581,7.808,0.0140,0.0400,0.0000,0.0000,0.2027,0.4127,0,amorphous,0,11.191,26.0
582,8.559,0.0264,0.0405,0.0000,0.0405,0.1944,0.3900,0,amorphous,0,-7.638,26.0
583,7.623,0.0148,0.0423,0.0000,0.0000,0.2571,0.4862,0,amorphous,0,-8.303,26.0
584,7.232,0.0135,0.0385,0.0000,0.0000,0.1711,0.3764,0,amorphous,0,12.204,26.0
585,6.995,0.0125,0.0357,0.0000,0.0000,0.1928,0.4419,0,amorphous,0,15.161,26.0
586,7.656,0.0103,0.0000,0.0294,0.0000,0.2537,0.4800,0,amorphous,0,-13.756,26.0
587,7.832,0.0111,0.0000,0.0317,0.0000,0.2742,0.5995,0,amorphous,0,24.540,26.0
588,5.781,0.0108,0.0000,0.0308,0.0000,0.2188,0.4815,0,amorphous,0,8.516,26.0
589,7.407,0.0182,0.0000,0.0000,0.0606,0.1613,0.4178,0,amorphous,0,29.131,26.0
590,7.763,0.0235,0.0361,0.0000,0.0361,0.1728,0.3993,0,amorphous,0,15.484,26.0
591,9.307,0.0247,0.0380,0.0000,0.0380,0.2727,0.4959,0,amorphous,0,17.799,26.0
592,9.058,0.0137,0.0392,0.0000,0.0000,0.1800,0.4303,0,amorphous,0,-15.611,26.0
593,5.948,0.0106,0.0000,0.0303,0.0000,0.2031,0.4108,0,amorphous,0,-10.995,26.0
594,9.259,0.0333,0.0513,0.0000,0.0513,0.2368,0.5000,0,intermediate,0,-19.025,26.0
595,7.366,0.0135,0.0385,0.0000,0.0000,0.1373,0.3814,0,amorphous,0,-17.652,26.0
596,5.073,0.0154,0.0441,0.0000,0.0000,0.2576,0.5178,0,amorphous,0,-5.767,26.0
597,8.068,0.0111,0.0000,0.0317,0.0000,0.2167,0.4821,0,amorphous,0,24.660,26.0
598,9.390,0.0117,0.0000,0.0333,0.0000,0.1864,0.4150,0,amorphous,0,22.865,26.0
599,6.860,0.0148,0.0000,0.0423,0.0000,0.1159,0.3400,0,amorphous,0,2.058,26.0
600,7.244,0.0271,0.0417,0.0000,0.0417,0.1972,0.4092,0,amorphous,0,-5.929,26.0
601,7.014,0.0000,0.0000,0.0000,0.0000,0.2500,0.4990,0,amorphous,0,20.715,26.0
602,9.252,0.0130,0.0370,0.0000,0.0000,0.1500,0.3753,0,amorphous,0,20.256,26.0
603,5.962,0.0304,0.0000,0.0870,0.0000,0.1818,0.3333,0,amorphous,0,32.113,26.0
604,7.947,0.0250,0.0385,0.0000,0.0385,0.3117,0.5334,0,amorphous,0,18.730,26.0
605,6.558,0.0229,0.0000,0.0286,0.0429,0.2353,0.4537,0,amorphous,0,-3.669,26.0
606,4.913,0.0113,0.0000,0.0323,0.0000,0.1475,0.3900,0,amorphous,0,-15.145,26.0
607,7.337,0.0250,0.0385,0.0000,0.0385,0.1558,0.3335,0,amorphous,0,17.126,26.0
608,6.378,0.0127,0.0361,0.0000,0.0000,0.2195,0.4796,0,amorphous,0,15.346,26.0
609,9.166,0.0241,0.0370,0.0000,0.0370,0.2278,0.4400,0,amorphous,0,18.848,26.0
610,8.393,0.0260,0.0400,0.0000,0.0400,0.2297,0.5017,0,amorphous,0,-6.484,26.0
611,8.817,0.0144,0.0411,0.0000,0.0000,0.2361,0.4608,0,amorphous,0,19.725,26.0
612,5.426,0.0279,0.0429,0.0000,0.0429,0.2464,0.5264,0,amorphous,0,17.076,26.0
613,6.814,0.0219,0.0000,0.0274,0.0411,0.1806,0.4000,0,amorphous,0,-4.833,26.0
614,8.755,0.0172,0.0492,0.0000,0.0000,0.1333,0.3400,0,amorphous,0,14.828,26.0
615,7.583,0.0292,0.0417,0.0417,0.0000,0.1333,0.3622,0,amorphous,0,-14.932,26.0
616,5.657,0.0167,0.0476,0.0000,0.0000,0.2097,0.4355,0,amorphous,0,-7.896,26.0
617,9.460,0.0250,0.0429,0.0286,0.0000,0.2609,0.4796,0,amorphous,0,-11.807,26.0
618,6.445,0.0260,0.0400,0.0000,0.0400,0.1622,0.3800,0,amorphous,0,13.354,26.0
619,9.085,0.0159,0.0455,0.0000,0.0000,0.2791,0.5150,0,amorphous,0,25.458,26.0
620,7.164,0.0131,0.0375,0.0000,0.0000,0.1667,0.3807,0,amorphous,0,15.857,26.0
621,7.395,0.0111,0.0000,0.0317,0.0000,0.1452,0.3595,0,amorphous,0,23.878,26.0
622,9.521,0.0113,0.0000,0.0323,0.0000,0.1967,0.4257,0,amorphous,0,-13.578,26.0
623,6.551,0.0132,0.0377,0.0000,0.0000,0.2115,0.4948,0,amorphous,0,-16.730,26.0
624,8.605,0.0247,0.0380,0.0000,0.0380,0.2105,0.4537,0,amorphous,0,15.074,26.0
625,7.697,0.0278,0.0476,0.0317,0.0000,0.1803,0.4456,0,amorphous,0,-10.761,26.0
626,5.618,0.0257,0.0395,0.0000,0.0395,0.1081,0.3033,0,amorphous,0,12.724,26.0
627,4.933,0.0152,0.0000,0.0435,0.0000,0.0597,0.1143,0,amorphous,0,8.606,26.0
628,7.585,0.0253,0.0390,0.0000,0.0390,0.0921,0.2800,0,amorphous,0,-5.987,26.0
629,6.746,0.0117,0.0000,0.0333,0.0000,0.1404,0.3981,0,amorphous,0,10.856,26.0
630,8.581,0.0162,0.0000,0.0000,0.0541,0.2222,0.4878,0,amorphous,0,29.005,26.0
631,7.900,0.0253,0.0390,0.0000,0.0390,0.1447,0.3264,0,amorphous,0,17.040,26.0
632,7.660,0.0148,0.0423,0.0000,0.0000,0.2000,0.4092,0,amorphous,0,-8.641,26.0
633,5.429,0.0113,0.0000,0.0323,0.0000,0.1803,0.4295,0,amorphous,0,-13.368,26.0
634,7.068,0.0143,0.0408,0.0000,0.0000,0.1875,0.4503,0,amorphous,0,-17.442,26.0
635,5.130,0.0000,0.0000,0.0000,0.0000,0.1154,0.3708,0,amorphous,0,22.659,26.0
636,3.502,0.0108,0.0000,0.0308,0.0000,0.1562,0.4341,0,amorphous,0,7.371,26.0
637,8.282,0.0260,0.0400,0.0000,0.0400,0.1757,0.4000,0,amorphous,0,-6.833,26.0
638,6.380,0.0113,0.0000,0.0323,0.0000,0.0667,0.2426,0,amorphous,0,23.799,26.0
639,4.731,0.0000,0.0000,0.0000,0.0000,0.1000,0.3900,0,amorphous,0,-20.708,26.0
640,7.459,0.0169,0.0000,0.0484,0.0000,0.1967,0.4327,0,amorphous,0,4.681,26.0
641,6.917,0.0000,0.0000,0.0000,0.0000,0.1571,0.3692,0,amorphous,0,21.807,26.0
642,5.164,0.0247,0.0380,0.0000,0.0380,0.1600,0.3800,0,amorphous,0,14.912,26.0
643,1.122,0.0153,0.0000,0.0000,0.0508,0.2105,0.4477,0,amorphous,0,12.684,26.0
644,8.045,0.0271,0.0417,0.0000,0.0417,0.2394,0.4733,0,amorphous,0,-6.505,26.0
645,7.223,0.0109,0.0000,0.0312,0.0000,0.1905,0.4127,0,amorphous,0,23.093,26.0
646,6.304,0.0000,0.0000,0.0000,0.0000,0.1724,0.5567,0,amorphous,0,-21.100,26.0
647,8.078,0.0379,0.0429,0.0286,0.0429,0.1304,0.3131,0,amorphous,0,-7.517,26.0
648,4.825,0.0154,0.0441,0.0000,0.0000,0.1538,0.4257,0,amorphous,0,18.355,26.0
649,3.457,0.0361,0.0000,0.0556,0.0556,0.1429,0.2941,0,intermediate,0,-18.198,26.0
650,4.756,0.0194,0.0000,0.0556,0.0000,0.1176,0.4000,0,amorphous,0,-20.973,26.0
651,7.774,0.0103,0.0000,0.0294,0.0000,0.1364,0.3708,0,amorphous,0,1.413,26.0
652,7.670,0.0101,0.0000,0.0290,0.0000,0.1194,0.3351,0,amorphous,0,1.947,26.0
653,3.691,0.0000,0.0000,0.0000,0.0000,0.2333,0.5000,0,amorphous,0,26.638,26.0
654,7.762,0.0150,0.0429,0.0000,0.0000,0.2174,0.4461,0,amorphous,0,19.372,26.0
655,8.009,0.0225,0.0000,0.0282,0.0423,0.1857,0.3900,0,amorphous,0,-4.437,26.0
656,2.692,0.0000,0.0000,0.0000,0.0000,0.0800,0.3400,0,amorphous,0,-14.939,26.0
657,2.897,0.0000,0.0000,0.0000,0.0000,0.2105,0.6400,0,amorphous,0,21.498,26.0
658,5.749,0.0150,0.0000,0.0000,0.0500,0.1525,0.4614,0,amorphous,0,15.781,26.0
659,3.183,0.0162,0.0462,0.0000,0.0000,0.1270,0.3451,0,amorphous,0,9.341,26.0
660,9.304,0.0253,0.0390,0.0000,0.0390,0.1781,0.4000,0,amorphous,0,16.739,26.0
661,4.020,0.0271,0.0417,0.0000,0.0417,0.2000,0.4092,0,amorphous,0,12.976,26.0
662,5.372,0.0175,0.0000,0.0500,0.0000,0.2069,0.4643,0,amorphous,0,4.446,26.0
663,6.909,0.0123,0.0000,0.0351,0.0000,0.1636,0.4733,0,amorphous,0,19.842,26.0
664,3.091,0.0143,0.0408,0.0000,0.0000,0.0833,0.1818,0,amorphous,0,-7.077,26.0
665,7.391,0.0101,0.0000,0.0290,0.0000,0.3284,0.5800,0,amorphous,0,-10.193,26.0
666,2.935,0.0250,0.0000,0.0000,0.0833,0.1364,0.3333,0,amorphous,0,-1.148,26.0
667,2.335,0.0292,0.0000,0.0833,0.0000,0.1818,0.6400,0,amorphous,0,35.549,26.0
668,6.158,0.0246,0.0423,0.0282,0.0000,0.1714,0.3800,0,amorphous,0,-8.670,26.0
669,6.928,0.0089,0.0000,0.0253,0.0000,0.2027,0.4661,0,amorphous,0,8.739,26.0
670,5.702,0.0119,0.0000,0.0339,0.0000,0.1552,0.4047,0,amorphous,0,-3.339,26.0
671,3.539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,13.304,26.0
672,6.023,0.0000,0.0000,0.0000,0.0000,0.1000,0.3708,0,amorphous,0,-8.219,26.0
673,8.615,0.0283,0.0435,0.0000,0.0435,0.1515,0.3964,0,amorphous,0,-6.711,26.0
674,6.507,0.0330,0.0566,0.0377,0.0000,0.1765,0.3214,0,amorphous,0,14.149,26.0
675,6.578,0.0350,0.0000,0.1000,0.0000,0.1111,0.2000,0,amorphous,0,39.313,26.0
676,5.081,0.0318,0.0000,0.0909,0.0000,0.2000,0.3333,0,amorphous,0,33.215,26.0
677,3.727,0.0250,0.0000,0.0714,0.0000,0.1538,0.3400,0,amorphous,0,-24.769,26.0
678,6.379,0.0156,0.0444,0.0000,0.0000,0.1591,0.3588,0,amorphous,0,22.876,26.0
679,3.179,0.0194,0.0000,0.0556,0.0000,0.0588,0.1429,0,amorphous,0,-16.675,26.0
680,5.930,0.0000,0.0000,0.0000,0.0000,0.0476,0.1111,0,amorphous,0,35.771,26.0
681,5.321,0.0127,0.0000,0.0364,0.0000,0.1667,0.4733,0,amorphous,0,8.269,26.0
682,3.947,0.0184,0.0000,0.0526,0.0000,0.0556,0.1111,0,amorphous,0,-16.906,26.0
683,5.606,0.0389,0.0000,0.1111,0.0000,0.2500,0.8067,1,amorphous,0,23.274,26.0
684,4.049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-18.088,26.0
685,9.504,0.0350,0.0000,0.1000,0.0000,0.0000,0.0000,0,amorphous,0,-7.042,26.0
686,4.712,0.0229,0.0000,0.0286,0.0429,0.1739,0.3800,0,amorphous,0,13.580,26.0
687,8.334,0.0158,0.0000,0.0000,0.0526,0.3243,0.5686,0,amorphous,0,28.862,26.0
688,8.390,0.0206,0.0000,0.0588,0.0000,0.0667,0.1667,0,amorphous,0,-8.951,26.0
689,3.017,0.0000,0.0000,0.0000,0.0000,0.2222,0.6400,0,amorphous,0,-26.468,26.0
690,5.927,0.0333,0.0513,0.0000,0.0513,0.2632,0.6663,0,intermediate,0,23.478,26.0
691,4.125,0.0233,0.0000,0.0667,0.0000,0.2857,0.8067,0,amorphous,0,28.683,26.0
692,4.300,0.0382,0.0000,0.0588,0.0588,0.0909,0.1667,0,intermediate,0,-19.705,26.0
693,3.081,0.0135,0.0000,0.0385,0.0000,0.0816,0.3753,0,amorphous,0,6.042,26.0
694,4.906,0.0162,0.0000,0.0000,0.0541,0.0857,0.2650,0,amorphous,0,2.958,26.0
695,7.626,0.0318,0.0000,0.0909,0.0000,0.1000,0.2500,0,amorphous,0,33.025,26.0
696,6.255,0.0000,0.0000,0.0000,0.0000,0.1333,0.4733,0,amorphous,0,-10.154,26.0
697,5.097,0.0432,0.0000,0.0455,0.0909,0.1429,0.6000,0,intermediate,0,-11.981,26.0
698,7.917,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0,amorphous,0,-28.247,26.0
699,11.400,0.0000,0.0000,0.0000,0.0000,0.4000,0.6667,1,amorphous,0,20.095,26.0
700,5.580,0.0318,0.0000,0.0909,0.0000,0.1000,0.3333,0,amorphous,0,41.595,26.0
701,4.548,0.0171,0.0488,0.0000,0.0000,0.0500,0.1250,0,amorphous,0,14.655,26.0
702,2.616,0.0159,0.0000,0.0455,0.0000,0.0500,0.1429,0,amorphous,0,2.187,26.0
703,6.880,0.0000,0.0000,0.0000,0.0000,0.1500,0.2727,0,amorphous,0,5.756,26.0
704,11.051,0.0000,0.0000,0.0000,0.0000,0.3333,0.8067,0,amorphous,0,-25.423,26.0
705,5.104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,40.093,26.0
706,5.384,0.0437,0.1250,0.0000,0.0000,0.1429,0.2500,0,intermediate,0,21.433,26.0
707,3.077,0.0000,0.0000,0.0000,0.0000,0.1071,0.4400,0,amorphous,0,13.293,26.0
708,7.223,0.0350,0.0000,0.1000,0.0000,0.0000,0.0000,0,amorphous,0,-7.444,26.0
709,7.581,0.0292,0.0000,0.0833,0.0000,0.0000,0.0000,0,amorphous,0,33.028,26.0
710,10.468,0.0437,0.0000,0.1250,0.0000,0.2857,0.4000,0,amorphous,0,-25.608,26.0
711,3.151,0.0000,0.0000,0.0000,0.0000,0.0800,0.2000,0,amorphous,0,-2.833,26.0
712,4.343,0.0269,0.0000,0.0769,0.0000,0.2500,0.5000,0,amorphous,0,-28.348,26.0
713,7.580,0.0219,0.0000,0.0625,0.0000,0.0000,0.0000,0,amorphous,0,12.162,26.0
714,8.367,0.0187,0.0000,0.0000,0.0625,0.0435,0.0952,0,amorphous,0,-2.942,26.0
715,8.180,0.0158,0.0000,0.0000,0.0526,0.1389,0.4341,0,amorphous,0,-7.798,26.0
716,4.915,0.0318,0.0000,0.0909,0.0000,0.2000,0.3333,0,amorphous,0,-19.308,26.0
717,9.064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-5.658,26.0
718,8.051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-16.213,26.0
719,4.554,0.0233,0.0000,0.0667,0.0000,0.0714,0.2000,0,amorphous,0,-22.481,26.0
720,9.587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-30.336,26.0
721,8.193,0.0350,0.0000,0.1000,0.0000,0.1111,0.3333,0,amorphous,0,-15.727,26.0
722,11.052,0.0389,0.1111,0.0000,0.0000,0.1250,0.3333,0,amorphous,0,35.363,26.0
723,4.252,0.0437,0.0000,0.1250,0.0000,0.1429,0.3333,0,intermediate,0,-30.868,26.0
724,10.145,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,amorphous,0,9.034,26.0
725,6.960,0.0233,0.0000,0.0667,0.0000,0.0714,0.2000,0,amorphous,0,9.991,26.0
726,3.024,0.0350,0.0000,0.1000,0.0000,0.3333,0.5000,0,amorphous,0,-22.542,26.0
727,9.608,0.0292,0.0000,0.0833,0.0000,0.1000,0.1429,0,amorphous,0,39.496,26.0
728,6.125,0.0206,0.0000,0.0588,0.0000,0.2500,0.5844,0,amorphous,0,11.169,26.0
729,10.873,0.0000,0.0000,0.0000,0.0000,0.1111,0.3333,0,amorphous,0,29.791,26.0
730,10.486,0.0437,0.1250,0.0000,0.0000,0.2857,0.5000,0,amorphous,0,-13.834,26.0
731,6.657,0.0250,0.0000,0.0714,0.0000,0.3077,0.8000,0,amorphous,0,32.288,26.0
732,6.951,0.0250,0.0000,0.0714,0.0000,0.0769,0.2000,0,amorphous,0,10.893,26.0
733,4.154,0.0292,0.0000,0.0833,0.0000,0.0000,0.0000,0,amorphous,0,5.866,26.0
734,14.425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,16.186,26.0
735,7.355,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,amorphous,0,34.281,26.0
736,15.486,0.0000,0.0000,0.0000,0.0000,0.3333,0.4000,0,amorphous,0,19.175,26.0
737,12.611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,29.487,26.0
738,14.880,0.0000,0.0000,0.0000,0.0000,0.1429,0.2500,1,amorphous,0,22.322,26.0
739,5.948,0.0350,0.0000,0.1000,0.0000,0.2222,0.4000,0,amorphous,0,-18.263,26.0
740,11.784,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,amorphous,0,-11.342,26.0
741,7.482,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,amorphous,0,20.218,26.0
742,11.655,0.0350,0.0000,0.1000,0.0000,0.1111,0.1667,0,amorphous,0,-4.299,26.0
743,11.982,0.0000,0.0000,0.0000,0.0000,0.1667,0.3333,1,amorphous,0,15.637,26.0
744,7.128,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,amorphous,0,3.379,26.0
745,11.631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,11.330,26.0
746,12.002,0.0000,0.0000,0.0000,0.0000,0.4000,1.0000,1,amorphous,0,0.212,26.0
747,15.998,0.0389,0.0000,0.1111,0.0000,0.1250,0.2000,0,amorphous,0,15.582,26.0
748,11.608,0.0437,0.0000,0.1250,0.0000,0.0000,0.0000,0,amorphous,0,16.965,26.0
749,10.779,0.0000,0.0000,0.0000,0.0000,0.2222,0.4000,0,amorphous,0,-0.549,26.0
750,10.967,0.0269,0.0000,0.0769,0.0000,0.0000,0.0000,0,amorphous,0,38.378,26.0
751,13.563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-7.963,26.0
752,14.290,0.0000,0.0000,0.0000,0.0000,0.1667,0.2500,1,amorphous,0,-24.107,26.0
753,13.346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,13.712,26.0
754,14.253,0.0437,0.0000,0.1250,0.0000,0.0000,0.0000,0,amorphous,0,21.257,26.0
755,16.619,0.0389,0.0000,0.1111,0.0000,0.1250,0.2500,1,amorphous,0,37.102,26.0
756,15.714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,13.057,26.0
757,14.169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-11.056,26.0
758,14.938,0.0437,0.1250,0.0000,0.0000,0.1429,0.3333,0,amorphous,0,29.542,26.0
759,15.724,0.0350,0.0000,0.1000,0.0000,0.0000,0.0000,0,amorphous,0,23.552,26.0
760,13.299,0.0350,0.0000,0.1000,0.0000,0.1111,0.1429,0,amorphous,0,6.622,26.0
761,14.281,0.0389,0.0000,0.1111,0.0000,0.1250,0.3333,0,amorphous,0,-16.233,26.0
762,18.085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-17.481,26.0
763,11.549,0.0318,0.0000,0.0909,0.0000,0.1000,0.2500,0,amorphous,0,9.070,26.0
764,12.618,0.0437,0.1250,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,2.512,26.0
765,16.297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,46.196,26.0
766,13.886,0.0000,0.0000,0.0000,0.0000,0.1250,0.2500,0,amorphous,0,-3.189,26.0
767,14.744,0.0437,0.1250,0.0000,0.0000,0.1429,0.2500,0,amorphous,0,-2.562,26.0
768,21.656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-25.665,26.0
769,12.241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-30.887,26.0
770,17.431,0.0000,0.0000,0.0000,0.0000,0.1250,0.3333,0,amorphous,0,-18.225,26.0
771,18.798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-25.057,26.0
772,19.255,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0,amorphous,0,51.295,26.0
